,text,target,target_new
2760,India now can see painful but deserving death of @AirtelPresence and thank u @reliancejio for ending a devils paradise Now its goans responsibility to Bury airtel Goa panjim company store and towers to make @goa safe heaven @AirtelNigeria @Singtel,0,1
2761,Were relieved to see that Feel free to let us know if you need any assistance with your Singtel services well be right here ,0.7,1
2762,Singtel got problem ah,0,1
2763,Ive followed you  able to drop me a DM with the Registered Subscribers full name NRICFIN email address and contact number,0,1
2764,slow browsing speeds,0,1
2765,abang your colleague asked us and answered already  happens to every singtel user rn i got lucky last night every other person using singtel was getting high ping even with their exitlag vpn,-0.1,0
2766,Hi I understand your team mate is facing this issue  was it encountered on a wired or wireless connectivity,-0.5,0
2767,hello its been 4 weeks since the first time it happened could you guys just fix it already my teammate had 160 ms halfway through the tournament today and even gaming vpns didnt fix shit,-0.8,0
2768,Sure will ,0.1,1
2769,We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists If so able to share if this is on a wiredwireless connection only and if only a specific device is affected or are several devices affected,-0.4,0
2770,Singtel is seriously getting worser and worser omg how many freakin times is their wifi going to stop having freakin internet in one day,-0.9,0
2771,Im glad to hear that Do let us know if you have any other questions or clarifications We are here to help ,0.7,1
2772,Ah I see It may have been that she had the number in the past Nevertheless if you ever have any questions at all do tweet us Well be here ,0.3,1
2773,Resolved yesterday speedy service by a very knowledgeable technician ,0.9,1
2774,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi If it is data specifically do share more details,-0.3,0
2775,Yes She claimed the number was hers,0,1
2776,I see Was data roaming disabled via both your device settings and via the My Singtel App  Roaming  Settings,-0.4,0
2777,wtf singtel damn problematic @Singtel wanted to facebook pm the problem but couldnt do so why is my data increasing when supposingly its unlimited on weekend please enlighten pictwittercompJPAth4NMp,-0.9,0
2778,Singtel is a fking joke,-0.9,0
2779,Hi there just so I got a better understanding on this do you mean that you just bought a Singtel Prepaid SIM Card but someone called claiming that the number belongs to them,0,1
2780,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2781,the previous one was my mums this is mine i did not use my phone and i just reached singapore and realised ive received multiple messages about roaming but i did not on,-0.7,0
2782,May I ask to clarify that your ReadyRoam Plan is no longer showing in your My Singtel App even though as per your screenshot it should be valid till 12 September 2019,-0.6,0
2783, Singtel Charity Golf raises S12 million for children and youth with special needs,0.9,1
2784,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2785,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2786,hi singtel  is there anything to do for the roaming idk what happened and this number was charged for the roaming too pictwittercommBGKTre9Jk,-0.5,0
2787,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2788,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2789,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2790,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2791,Job Associate Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Construction Management Jobs  More info at  ,0.3,1
2792,Can you share with me your Full name Singtel Account number Service Number Contact number as well as your email address I have already followed you,0.3,1
2793,what details do you want,0.1,1
2794,Full bar of WiFi but loading takes forever Wake up your idea please SINGTEL Even LAN line is SLOWsingtel,-0.7,0
2795,Feel like a teenager making a prank call again disguising myself as my dad and alternating between my own identity to make a billing enquiry Damn singtel why you make me do dis ,-0.7,0
2796,I tried turning the router off but the internet light is still red,0,1
2797,yes,0.2,1
2798,Hi there good morning to you Thank you for sharing your feedback We will relay this to our teams in charge for our periodical review,0.8,1
2799,Hi there good morning to you Are you still facing this issue today,-0.2,0
2800,Singtel  @GobindSinghDeo @AzminAli @guanenglim,0,1
2801,Another piece of feedback Singtel CAST isnt compatible with LG  Samsung TVs Hope this feature gets built out so I dont have to rely on a ChromecastAndroidTV,-0.7,0
2802,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License pictwittercomTkZHI3GMOq,0.4,1
2803,Check out GOMO by Singtel too Giga is StarHubs MNVO,-0.1,0
2804,Singtel Fuck me dude,-0.5,0
2805,Why are you telling them that Trynna be Singtel forever,-0.2,0
2806,singtel wifi just sucks laaa cb,-0.8,0
2807,Singtel Fibre Broadband RecontractVoucher ,0.1,1
2808,Singtel Ericsson and Singapore Polytechnic open 5G Garage  Newspictwittercomb89x8T6mgf,-0.3,0
2809,Singtel  Tiger Sugar pr0m0Br0wn Sugar B0bawith Pearls with Cream M0usse @ half price Qed  wait f0r maybe  2O3Omins but its still kinda w0rth it  this 2nd try in Sg seems n0t bad 0mg  pearls were super ,0.5,1
2810,legit sis my singtel tv box is spoil every now and then will just crash and not work frustrates him hahahah,-0.9,0
2811,Witness Indias historic moment on News18 Available on Singtel Ch No 677 pictwittercomFrPkuUS0kY,0.3,1
2812,Have you struck the right balance between IT innovation and operational excellence No Hear from @adamidg @cradlepoint @Singtel in this lively session and gain some insight Attend CIO Perspectives CHICAGO on 911  CIOPIDGpictwittercomFvbbiLv5AB,0,1
2813,Hmm it could be either this or the next If it is not reflected yet give it till your next bill to check to confirm ,-0.6,0
2814,@SingtelSupport hi Singtel my WiFi network has been down since  11 am today is there any problems can you fix it its really stressful as the internet is always out come on singtel,-0.6,0
2815,really particular about punctuality ah kalau da janji 6pm9pm but up till now barang aku blum sampai amcm ckp babi punya singtel,0.5,1
2816,my current plan is 7aug to 6sep  so will it show on the current bill thanks,0.4,1
2817,As long as the PayPerUse charges were incurred on the same day that your ReadyRoam Plan was activated then not to worry as the usage aka the charges will be covered under the plan Look out for your next bill and if there is indeed any discrepancy reach out to us again ,-0.1,0
2818,it stopped at that amount and my readyroam started to increase whenever i uses data,-0.3,0
2819,Download A530FXXU7CSH4 Galaxy A8 Android pie Stable Update to Singapore SingTel SIN  SIN ,0.5,1
2820,Hello May I ask to clarify that usage is now being counted to your ReadyRoam Plan instead,-0.4,0
2821,hi its currently not increasing anymore under My MAXIS,0,1
2822,Singtel is so fucked up   Nbcb,-0.8,0
2823,i wish i wasnt such a pussy and would just MESSAGE this guy but im too scared so were just gonna be singtel forever ladies,0,1
2824,addons to provide a data boost You may wish to visit  for our available mobile plans 33,0.6,1
2825,term have heavily subsidized mobile prices We have plans such as the SIM Only Plan  GOMO Mobile where more data is provided at lower costs without a device If customers have already subscribed to a Combo Plan and do not have sufficient mobile data  we also have DATA X 2,-0.7,0
2826,We do have a wide array of mobile postpaid plans for our customers to choose from thats best catered to their needs prior to any sign up  this is dependent on whether customers wish to purchase a device together with their mobile plans as plans with a 24month contract 1,0.6,1
2827,@SingtelSupport  Just to highlight you that Singtel Dash does not work in android 10 It just crashes Also dash portal contacts us function just gives error,-0.9,0
2828,the tiger dugar queue didnt know so many people are contracted with singtel,-0.3,0
2829,Singtel warns of scammers who impersonate telcos staff to troubleshoot Internet issues  singtel scammers staff internet ,-0.7,0
2830,My colleague is currently looking into your concerns please allow her to have some time to check on this Rest assured shell be in touch by today,0,1
2831,Singtel all runned by this sinkie PAP IB kias no choice suk thumb u eat chicken wing until full they tell u eat another time U my father sibo  GE coming  vote wisely ,-0.1,0
2832,An idea worth exploring Better move BSNL shares to a government investment vehicle say on the lines of Temasek holding stocks of Singtel Not just BSNL every other PSU  Govt owned Co should be moved to this investment vehicle,-0.3,0
2833,So right now the only option I have is to continue paying your ridiculously priced data charges till my contract ends Do you have a solution to my problem,-0.8,0
2834,Why is Singtel charging so much when other companies offer plans with data at dirt cheap prices To make things more shady they dont even tell me my contract end date online When I called in to check when my contract ends the lady gave me the wrong date twice,-0.9,0
2835,Whats wrong is Im trapped in a shitty plan playing outrageous amounts in data charges every month The only option I have is to buy a plan for extra data every month but that has a contract period of 2 years,-0.9,0
2836,Still no call and its now 1230 on Friday 3rd Sept That means weve almost gone 48hrs with no customer callatrocious service,-0.8,0
2837,I cant bloody wait to cancel my singtel contract Possibly the worst customer service is singapore Ridiculous,-0.9,0
2838,Hey Whats wrong,-0.3,0
2839,Fuck you scamming bastards at @Singtel Cant wait for my contract to end in January so I can say good riddance to your shitty services and overpriced data,-0.9,0
2840,Hi NumberShare is available with our SIM Only Plans For the plan conversion you may wish to visit any of our Singtel Retail Shops instead  theyll also be able to advise better on the Registration  SIM card fee ,0.1,1
2841,I know it sounds like a scam,-0.8,0
2842,@SingtelSupport Hi singtel Ive had already subscribed to readyroam malaysia 1GB 5 but why is the Payperuse data roam is charging me so much Im not gonna pay for that when Ive already subscribe pictwittercommV2r9MexxF,-0.2,0
2843,Just sent DM Can we please have this resolved rather promptly Thanks,0.2,1
2844,@Singtel im currently on GOMO and would like to sign up for this plan Do I still enjoy the free reg and SIM Can I add numbershare vas pictwittercomUjgejLobdt,0.7,1
2845,No More Recontract Voucher from Singtel Best Phone to Recontract andSell ,0.7,1
