,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url,label
653,FALSE,[],[],TRUE,TRUE,0,[],1.19E+18,1,"[{'screen_name': 'hwsoh', 'user_id': '35175760'}]",0,M1Singapore,"Hi @hwsoh, thank you for highlighting this to us, we will channel your feedback to relevant department. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35175760"" dir=""ltr"" href=""/hwsoh""><s>@</s><b>hwsoh</b></a>, thank you for highlighting this to us, we will channel your feedback to relevant department. <img alt=""😊"" aria-label=""Emoji: Smiling face with smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""Smiling face with smiling eyes""/></p>",30-10-2019 12.06,1572437192,1.19E+18,/M1Singapore/status/1189513916835082248,1.10E+18,M1,,1
654,FALSE,[],[],TRUE,TRUE,0,[],1.19E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,hwsoh,Hihi. At Bouna Vista mrt station. I was waiting for the train. Train area. ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hihi. At Bouna Vista mrt station. I was waiting for the train. Train area. <img alt=""😊"" aria-label=""Emoji: Smiling face with smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""Smiling face with smiling eyes""/></p>",30-10-2019 11.58,1572436726,1.19E+18,/hwsoh/status/1189511961454579712,35175760,Hong Wei,,0
655,FALSE,[],[],TRUE,TRUE,0,[],1.19E+18,1,"[{'screen_name': 'hwsoh', 'user_id': '35175760'}]",0,M1Singapore,"Hi @hwsoh, did this issue happen under EWL or Circle Line 's tunnel?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35175760"" dir=""ltr"" href=""/hwsoh""><s>@</s><b>hwsoh</b></a>, did this issue happen under EWL or Circle Line 's tunnel?</p>",30-10-2019 11.23,1572434606,1.19E+18,/M1Singapore/status/1189503072072060930,1.10E+18,M1,,0
656,FALSE,[],[],TRUE,TRUE,0,[],1.19E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,hwsoh,"Hi! I was trying to tweet and surf internet there, but data did not work. Haha. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi! I was trying to tweet and surf internet there, but data did not work. Haha. <img alt=""🤭"" aria-label=""Emoji: Face with hand over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92d.png"" title=""Face with hand over mouth""/></p>",30-10-2019 11.19,1572434363,1.19E+18,/hwsoh/status/1189502051148951552,35175760,Hong Wei,,0
657,FALSE,[],[],TRUE,TRUE,0,[],1.19E+18,1,"[{'screen_name': 'hwsoh', 'user_id': '35175760'}]",0,M1Singapore,"Good evening @hwsoh, how may we assist you? - Eason","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Good evening <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35175760"" dir=""ltr"" href=""/hwsoh""><s>@</s><b>hwsoh</b></a>, how may we assist you? - Eason</p>",30-10-2019 11.07,1572433642,1.19E+18,/M1Singapore/status/1189499026682662919,1.10E+18,M1,,1
658,FALSE,[],[],TRUE,FALSE,0,[],,2,[],0,hwsoh,This is a test to tweet using @M1Singapore network inside Bouna Vista mrt station.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is a test to tweet using <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> network inside Bouna Vista mrt station.</p>",30-10-2019 10.56,1572432968,1.19E+18,/hwsoh/status/1189496201902616576,35175760,Hong Wei,,1
659,TRUE,"['B2C', 'B2C2B2X', 'TMFDigitalpic']",['https://pbs.twimg.com/media/EIFgDC1WoAIGOY7.jpg'],FALSE,FALSE,0,['http://ow.ly/UCgq50wV0Xw'],,0,[],0,tmforumorg,"Next month, Stamford Low from @M1Singapore will be sharing how an operator can engage and empower its customers to meet and exceed their service expectations and deliver growth, move from #B2C to #B2C2B2X to find new revenue streams and more → http://ow.ly/UCgq50wV0Xw  #TMFDigitalpic.twitter.com/eM4feifnDK","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Next month, Stamford Low from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> will be sharing how an operator can engage and empower its customers to meet and exceed their service expectations and deliver growth, move from <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/B2C?src=hash""><s>#</s><b>B2C</b></a> to <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/B2C2B2X?src=hash""><s>#</s><b>B2C2B2X</b></a> to find new revenue streams and more → <a class=""twitter-timeline-link"" data-expanded-url=""http://ow.ly/UCgq50wV0Xw"" dir=""ltr"" href=""https://t.co/3OfX0FfBsd"" rel=""nofollow noopener"" target=""_blank"" title=""http://ow.ly/UCgq50wV0Xw""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ow.ly/UCgq50wV0Xw</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TMFDigital?src=hash""><s>#</s><b>TMFDigital</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/eM4feifnDK"">pic.twitter.com/eM4feifnDK</a></p>",30-10-2019 0.25,1572395103,1.19E+18,/tmforumorg/status/1189337384221106177,22628899,TM Forum,,1
660,FALSE,[],[],FALSE,TRUE,0,[],1.19E+18,0,"[{'screen_name': 'naurahjasmine', 'user_id': '540430102'}]",0,M1Singapore,"@naurahjasmine There was a fibre broadband maintenance between 2 a.m. to 5 a.m. at Ayer Rajah, Tampines and Bukit Panjang exchange. If you are still experiencing service difficulty, please turn off and on your ONT. Thanks for your patience and understanding! - June","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""540430102"" dir=""ltr"" href=""/naurahjasmine""><s>@</s><b>naurahjasmine</b></a> There was a fibre broadband maintenance between 2 a.m. to 5 a.m. at Ayer Rajah, Tampines and Bukit Panjang exchange. If you are still experiencing service difficulty, please turn off and on your ONT. Thanks for your patience and understanding! - June</p>",29-10-2019 22.35,1572388534,1.19E+18,/M1Singapore/status/1189309830143660032,1.10E+18,M1,,1
661,FALSE,[],[],FALSE,TRUE,0,[],1.19E+18,0,"[{'screen_name': 'ScarumHK', 'user_id': '1217371032'}]",0,M1Singapore,"@ScarumHK There was a fibre broadband maintenance between 2 a.m. to 5 a.m. at Ayer Rajah, Tampines and Bukit Panjang exchange. If you are still experiencing service difficulty, please turn off and on your ONT. Thanks for your patience and understanding! - June","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1217371032"" dir=""ltr"" href=""/ScarumHK""><s>@</s><b>ScarumHK</b></a> There was a fibre broadband maintenance between 2 a.m. to 5 a.m. at Ayer Rajah, Tampines and Bukit Panjang exchange. If you are still experiencing service difficulty, please turn off and on your ONT. Thanks for your patience and understanding! - June</p>",29-10-2019 22.35,1572388500,1.19E+18,/M1Singapore/status/1189309687826731008,1.10E+18,M1,,1
662,TRUE,"['outage', 'M1', 'Singapore', 'Singapore', 'm1singapore', 'M1down', 'M1outage', '新加坡', 'nightpic']",['https://pbs.twimg.com/media/EIEYOtUXUAAe6Dm.jpg'],FALSE,FALSE,0,['https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect'],,0,[],0,outagedetect," Considerable Internet #outage ended: #M1 in #Singapore since 2:30 AM resolved after 35 min, impacting #Singapore
 Live map and analysis
 https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect …

Retweet if resolved for you as well
#m1singapore #M1down #M1outage # M1up #新加坡 #nightpic.twitter.com/ROmrgtwt7x","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><img alt=""✅"" aria-label=""Emoji: White heavy check mark"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2705.png"" title=""White heavy check mark""/> Considerable Internet <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/outage?src=hash""><s>#</s><b>outage</b></a> ended: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1?src=hash""><s>#</s><b>M1</b></a> in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a> since 2:30 AM resolved after 35 min, impacting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a>
<img alt=""🇸🇬"" aria-label=""Emoji: Flag of Singapore"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1f8-1f1ec.png"" title=""Flag of Singapore""/> Live map and analysis
<img alt=""👉"" aria-label=""Emoji: Right pointing backhand index"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f449.png"" title=""Right pointing backhand index""/> <a class=""twitter-timeline-link"" data-expanded-url=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect"" dir=""ltr"" href=""https://t.co/ms4X7bpHgA"" rel=""nofollow noopener"" target=""_blank"" title=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">internet.fing.com/provider/M1/SG</span><span class=""invisible"">/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

Retweet if resolved for you as well
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/m1singapore?src=hash""><s>#</s><b><strong>m1singapore</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1down?src=hash""><s>#</s><b>M1down</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1outage?src=hash""><s>#</s><b>M1outage</b></a> # M1up <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%96%B0%E5%8A%A0%E5%9D%A1?src=hash""><s>#</s><b>新加坡</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/night?src=hash""><s>#</s><b>night</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ROmrgtwt7x"">pic.twitter.com/ROmrgtwt7x</a></p>",29-10-2019 19.11,1572376277,1.19E+18,/outagedetect/status/1189258418953113606,1.12E+18,Fing Internet Alert,,0
663,FALSE,[],[],TRUE,FALSE,1,[],,1,[],0,naurahjasmine,@M1Singapore hi pls help wifi is down thanks,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> hi pls help wifi is down thanks</p>",29-10-2019 18.44,1572374642,1.19E+18,/naurahjasmine/status/1189251564432711680,540430102,JASSY,,1
664,FALSE,[],[],TRUE,FALSE,1,[],,1,[],0,ScarumHK,@M1Singapore m1 home broadband is the worst!!!!!!! ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> m1 home broadband is the worst!!!!!!! <img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/><img alt=""🤬"" aria-label=""Emoji: Face with symbols over mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92c.png"" title=""Face with symbols over mouth""/></p>",29-10-2019 18.41,1572374469,1.19E+18,/ScarumHK/status/1189250837396250624,1217371032,ScarumHK,,0
